"ID","MESSAGE__C"
"a1M1N000005dru9UAA","a1U1N00000JEyXEUA1-Upsert failed. First exception on row 0 with id 0031N000021oQb5QAE; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.StudentAdvisorRelationshipParser.inboundParser: line 588, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005druEUAQ","a1U1N00000JEyXFUA1-Upsert failed. First exception on row 0 with id 0031N000021oQb5QAE; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.StudentAdvisorRelationshipParser.inboundParser: line 588, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005druiUAA","a1U1N00000JEyXvUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 0ac58614-47e6-451c-b906-1152d6af1668 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005drudUAA","a1U1N00000JEyXsUAL-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000E8X5f: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005druxUAA","{""errors"":[{""code"":""AdmissionDecisions.Record.Lock"",""description"":""Unknown error code."",""message"":""Admssion application record locked for ID 1564999""}]}"
"a1M1N000005drwtUAA","a1U1N00000JEyZyUAL-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: October 23 2018 8:35 AM LAUNIER, ALLISON STD ACCOUNT CLOSED AND RETURNED DUE TO BANKRUPTCY FILED.  CH 13 CASE NO. 15-17504.  STILL OPEN ON PACER.  MEETING OF CREDITORS ALREADY TOOK PLACE ON 4/26/15.  TOO LATE TO FILE PROOF OF CLAIM.   STD ON CH13 PLAN.
<br>
<br>STD CAN REGISTER. (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005drxNUAQ","a1U1N00000JEyb4UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: dd5c3c6b-b903-4caf-8ec4-27707cd741a8 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds36UAA","a1U1N00000JEyfDUAT-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds4OUAQ","a1U1N00000JEyiwUAD-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 14 2019 4:43 PM TRUNFIO, GAYLE Acct sent to NCM. Paid in full 12/26/2018. Student must have pymt in place before s/he is allowed to register for classes.
<br>
<br>December 21 2018 10:42 AM MAFFATTONE, JULIANA RECEIVED EMAIL FROM KATI AT NCM- CONFIRMED BALANCE WAS PIF TODAY, IN THE AMOUNT OF $1,437.50.  STUDENT NOW HAS ZERO BALANCE.  UPDATED PERC CODES.
<br>
<br>*ACCOUNT ORIGINALLY WRITTEN OFF ON 12/22/2017 IN THE AMOUNT OF $1,517.50. (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds4YUAQ","a1U1N00000JEykMUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: d4a7005f-4c34-4160-bb2e-d9562a59d67e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds6PUAQ","a1U1N00000JEyofUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 50cf58be-dfec-4c14-9463-c4b3740514e4 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds6ZUAQ","a1U1N00000JEypLUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: b4933405-de1c-4761-8080-0d4c141bb12e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.AwardDetailEntryParser.inboundParser: line 229, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds6UUAQ","a1U1N00000JEypIUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: a1aeb9e8-91d2-4db7-8b62-f69e5db2d35e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.AwardDetailEntryParser.inboundParser: line 229, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds7DUAQ","a1U1N00000JEyrMUAT-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 20 2019 11:57 AM KELL, WALTER Mailed Diploma 9114 9023 0722 4411 2649 87
<br>
<br>PO Box 1039 Wilson, NY 14172
<br>
<br>February 20 2019 11:13 AM KELL, WALTER Sent address confirmation email
<br>
<br>April 12 2018 3:15 PM RIDEOUT, NICHOLAS Diploma held in OUR per active DH. (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds7XUAQ","a1U1N00000JEysdUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: afe64644-83b8-4d17-b9d6-00d8c36ab077 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds7SUAQ","a1U1N00000JEysCUAT-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds7hUAA","a1U1N00000JEyseUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: a1aeb9e8-91d2-4db7-8b62-f69e5db2d35e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.processContent: line 1029, column 1
Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.inboundParser: line 980, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds7cUAA","a1U1N00000JEysfUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: b4933405-de1c-4761-8080-0d4c141bb12e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.processContent: line 1029, column 1
Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.inboundParser: line 980, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds7mUAA","a1U1N00000JEyt1UAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds8BUAQ","a1U1N00000JEythUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004ifTy: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds8fUAA","a1U1N00000JEyuHUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 18122a2b-291e-4dc2-b772-39c1ecdf4113 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005ds9EUAQ","a1U1N00000JEyuqUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 496267d1-2f41-4f15-b5be-b4f655af2601 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsBZUAY","a1U1N00000JEywlUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: f1937176-f25e-4fce-8555-09e603a0d33c not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsBeUAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1660724*BS.BAD.OLE""}]}"
"a1M1N000005dsByUAI","a1U1N00000JEywxUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 46b3abc1-a633-444a-bf0c-cd6749c0fcd5 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsC3UAI","a1U1N00000JEyxQUAT-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsC8UAI","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Advisor dates may not overlap""}]}"
"a1M1N000005dsCrUAI","a1U1N00000JEyypUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 1ab6e73c-c1fa-44d0-85c7-6da7d8bab42b not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsD1UAI","a1U1N00000JEyynUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: a1aeb9e8-91d2-4db7-8b62-f69e5db2d35e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsDBUAY","a1U1N00000JEyzGUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: c8fa5f6b-84a3-4407-ae1e-bafab785cfcd not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsDQUAY","a1U1N00000JEz08UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: b4933405-de1c-4761-8080-0d4c141bb12e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsDVUAY","a1U1N00000JEywXUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 35df4868-23da-4317-9d87-2b2b685ad9c1 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsDuUAI","a1U1N00000JEywVUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 3fb582cb-ae77-4697-af8a-fed81734131c not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsDpUAI","a1U1N00000JEz2aUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: e99e46c6-06dc-4663-9770-4c9e11d864a3 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsDzUAI","a1U1N00000JEz2KUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 09520377-d2d6-4e3b-af37-fe0509726acb not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsE4UAI","a1U1N00000JEz3JUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 6b8224c5-129d-4fc0-bf71-b8a637a00d1b not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsEEUAY","a1U1N00000JEywHUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 780a8fdd-1a7e-4710-85d2-32cc1c83a824 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsEJUAY","a1U1N00000JEz5oUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 0a97e194-826e-42d5-a704-0ca39a4e52ba not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dsEdUAI","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Advisor dates may not overlap""}]}"
"a1M1N000005dsEiUAI","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Something went wrong on transaction while updating student advisor relationship""}]}"
